Z,N,T_half_sec,DecMode
1,0,infinity,
1,1,infinity,
1,2,3.888E8,B-
1,3,,N
1,4,7.995E-23,2N
1,5,2.848E-22,N
1,6,0,
2,1,infinity,
2,2,infinity,
2,3,7.595E-22,A
2,4,0.807,B-
2,5,3.038E-21,N
2,6,0.119,B-
2,7,,N
2,8,1.519E-21,N
3,1,7.557E-23,P
3,2,3.038E-22,P
3,3,infinity,
3,4,infinity,
3,5,0.84,B-
3,6,0.178,B-
3,7,,N
3,8,0.00875,B-
3,9,1E-8,N
3,10,,
4,1,,P
4,2,4.953E-21,P
4,3,4598208,EC
4,4,8.181E-17,A
4,5,infinity,
4,6,4.765E13,B-
4,7,13.76,BA
4,8,0.0215,B-
4,9,2.7E-21,N
4,10,0.00435,B-
4,11,7.857E-22,N
4,12,5.696E-22,N
5,1,,2P
5,2,3.255E-22,P
5,3,0.77,EC
5,4,8.439E-19,P
5,5,infinity,
5,6,infinity,
5,7,0.0202,B-
5,8,0.0173,B-
5,9,0.0124,B-
5,10,0.0102,B-
5,11,1.9E-10,N
5,12,0.00508,B-
5,13,2.6E-8,N
5,14,0.00292,B-
5,15,,
5,16,,
6,2,1.981E-21,P
6,3,0.127,EC
6,4,19.308,EC
6,5,1221.84,EC
6,6,infinity,
6,7,infinity,
6,8,1.799E11,B-
6,9,2.449,B-
6,10,0.747,B-
6,11,0.191,B-
6,12,0.092,B-
6,13,0.0462,B-
6,14,0.0162,B-
6,15,3.0000000000000004E-8,N
6,16,0.0061,B-
6,17,,
7,3,,P
7,4,5.49E-22,P
7,5,0.011,EC
7,6,597.9,EC
7,7,infinity,
7,8,infinity,
7,9,7.13,B-
7,10,4.171,B-
7,11,0.619,B-
7,12,0.336,B-
7,13,0.136,B-
7,14,0.0848,B-
7,15,0.0195,B-
7,16,0.0141,B-
7,17,5.2E-8,N
7,18,,
8,4,1.139E-21,P
8,5,0.00858,EC
8,6,70.62,EC
8,7,122.24,EC
8,8,infinity,
8,9,infinity,
8,10,infinity,
8,11,26.88,B-
8,12,13.51,B-
8,13,3.42,B-
8,14,2.25,B-
8,15,0.097,B-
8,16,0.072,B-
8,17,6.3E-21,N
8,18,4.5E-12,
8,19,2.6E-7,N
8,20,1.0000000000000001E-7,N
9,5,5.00769E-22,P
9,6,6.905E-22,P
9,7,1.139E-20,P
9,8,64.49,EC
9,9,6586.2,EC
9,10,infinity,
9,11,11.07,B-
9,12,4.158,B-
9,13,4.23,B-
9,14,2.23,B-
9,15,0.382,B-
9,16,0.08,B-
9,17,0.0082,B-
9,18,0.005,B-
9,19,4.6E-20,N
9,20,0.00267,B-
9,21,,N
9,22,,B-
10,6,9E-21,2P
10,7,0.109,EC
10,8,1.667,EC
10,9,17.22,EC
10,10,infinity,
10,11,infinity,
10,12,infinity,
10,13,37.24,B-
10,14,202.8,B-
10,15,0.602,B-
10,16,0.197,B-
10,17,0.0315,B-
10,18,0.02,B-
10,19,0.015,B-
10,20,0.00739,B-
10,21,0.0034,B-
10,22,0.0035,B-
10,23,1.8E-7,N
10,24,6.000000000000001E-8,B-
11,7,1.3E-21,P
11,8,4E-8,P
11,9,0.448,EC
11,10,22.49,EC
11,11,8.211E7,EC
11,12,infinity,
11,13,53989.2,B-
11,14,59.1,B-
11,15,1.0713,B-
11,16,0.301,B-
11,17,0.0305,B-
11,18,0.0441,B-
11,19,0.048,B-
11,20,0.0174,B-
11,21,0.0132,B-
11,22,0.0081,B-
11,23,0.005,B-
11,24,0.0018,B-
11,25,1.8E-7,N
11,26,,B-
12,7,4E-12,2P
12,8,0.0908,EC
12,9,0.122,EC
12,10,3.876,EC
12,11,11.317,EC
12,12,infinity,
12,13,infinity,
12,14,infinity,
12,15,567.48,B-
12,16,75294,B-
12,17,1.3,B-
12,18,0.317,B-
12,19,0.236,B-
12,20,0.086,B-
12,21,0.0894,B-
12,22,0.02,B-
12,23,0.0113,B-
12,24,0.0058,B-
12,25,0.008,B-
12,26,,B-
12,27,1.8E-7,N
12,28,,B-
13,8,3.5E-8,P
13,9,0.0911,EC
13,10,0.47,EC
13,11,2.053,EC
13,12,7.183,EC
13,13,2.263E13,EC
13,14,infinity,
13,15,134.7,B-
13,16,393.6,B-
13,17,3.62,B-
13,18,0.644,B-
13,19,0.0319,B-
13,20,0.0417,B-
13,21,0.0563,B-
13,22,0.0376,B-
13,23,0.094,B-
13,24,0.0107,B-
13,25,0.0076,B-
13,26,0.0076,B-
13,27,,B-
13,28,,B-
13,29,,B-
13,30,,B-
14,8,0.029,EC
14,9,0.0423,EC
14,10,0.141,EC
14,11,0.22,EC
14,12,2.245,EC
14,13,4.15,EC
14,14,infinity,
14,15,infinity,
14,16,infinity,
14,17,9441.6,B-
14,18,4.828E9,B-
14,19,6.11,B-
14,20,2.77,B-
14,21,0.78,B-
14,22,0.45,B-
14,23,0.09,B-
14,24,0.095,B-
14,25,0.0475,B-
14,26,0.033,B-
14,27,0.02,B-
14,28,0.0125,B-
14,29,,B-
14,30,,B-
15,9,,P
15,10,3.0000000000000004E-8,P
15,11,0.0437,E2
15,12,0.26,EC
15,13,0.27,EA
15,14,4.142,EC
15,15,149.88,EC
15,16,infinity,
15,17,1232755.2,B-
15,18,2190240,B-
15,19,12.43,B-
15,20,47.3,B-
15,21,5.6,B-
15,22,2.31,B-
15,23,0.64,B-
15,24,0.28,B-
15,25,0.15,B-
15,26,0.101,B-
15,27,0.0485,B-
15,28,0.0365,B-
15,29,0.0185,B-
15,30,2.0000000000000002E-7,B-
15,31,2.0000000000000002E-7,B-
16,10,7.9E-8,
16,11,0.0155,EC
16,12,0.125,EC
16,13,0.188,EC
16,14,1.178,EC
16,15,2.553,EC
16,16,infinity,
16,17,infinity,
16,18,infinity,
16,19,7548768,B-
16,20,infinity,
16,21,303,B-
16,22,10218,B-
16,23,11.5,B-
16,24,8.8,B-
16,25,2.6,B-
16,26,1.03,B-
16,27,0.273,B-
16,28,0.1,B-
16,29,0.068,B-
16,30,0.05,B-
16,31,,B-
16,32,2.0000000000000002E-7,B-
16,33,2.0000000000000002E-7,N
17,11,,
17,12,2E-8,P
17,13,3.0000000000000004E-8,P
17,14,0.19,EC
17,15,0.298,EC
17,16,2.511,EC
17,17,1.526,EC
17,18,infinity,
17,19,9.499E12,B-
17,20,infinity,
17,21,2234.4,B-
17,22,3372,B-
17,23,81,B-
17,24,38.4,B-
17,25,6.8,B-
17,26,3.175,B-
17,27,0.65,B-
17,28,0.4,B-
17,29,0.232,B-
17,30,0.101,B-
17,31,2.0000000000000002E-7,B-
17,32,1.7E-7,B-
17,33,6.2E-7,B-
17,34,2.0000000000000002E-7,B-
18,12,,P
18,13,0.0144,E2P
18,14,0.098,EC
18,15,0.173,EC
18,16,0.845,EC
18,17,1.776,EC
18,18,infinity,
18,19,3027456,EC
18,20,infinity,
18,21,8.489E9,B-
18,22,infinity,
18,23,6576.6,B-
18,24,1.0382E9,B-
18,25,322.2,B-
18,26,712.2,B-
18,27,21.48,B-
18,28,8.4,B-
18,29,1.23,B-
18,30,0.424,B-
18,31,0.236,B-
18,32,0.106,B-
18,33,2.0000000000000002E-7,B-
18,34,6.2E-7,B-
18,35,6.2E-7,B-
19,13,,P
19,14,2.5E-8,P
19,15,2.5E-8,P
19,16,0.178,EC
19,17,0.342,EA
19,18,1.226,EC
19,19,458.16,EC
19,20,infinity,
19,21,3.938E16,B-
19,22,infinity,
19,23,44478,B-
19,24,80280,B-
19,25,1327.8,B-
19,26,1068.6,B-
19,27,105,B-
19,28,17.5,B-
19,29,6.83,B-
19,30,1.263,B-
19,31,0.472,B-
19,32,0.365,B-
19,33,0.11,B-
19,34,0.03,B-
19,35,0.01,B-
19,36,3.6E-7,B-
19,37,2E-8,B-
20,14,3.5E-8,P
20,15,0.0257,EC
20,16,0.102,EC
20,17,0.181,EC
20,18,0.44,EC
20,19,0.86,EC
20,20,9.467E28,2EC
20,21,3.137E12,EC
20,22,infinity,
20,23,infinity,
20,24,infinity,
20,25,1.405E7,B-
20,26,8.836E22,2B-
20,27,391910.4,B-
20,28,1.83E30,2B-
20,29,523.08,B-
20,30,13.9,B-
20,31,10,B-
20,32,4.6,B-
20,33,0.461,B-
20,34,0.107,B-
20,35,0.022,B-
20,36,0.011,B-
20,37,6.2E-7,B-
20,38,6.2E-7,B-
21,15,,P
21,16,,P
21,17,,P
21,18,3.0000000000000004E-7,P
21,19,0.182,EC
21,20,0.596,EC
21,21,0.681,EC
21,22,14007.6,EC
21,23,14292,EC
21,24,infinity,
21,25,7239456.000000001,B-
21,26,289370.88,B-
21,27,157212,B-
21,28,3430.8,B-
21,29,102.5,B-
21,30,12.4,B-
21,31,0.2,B-
21,32,2.4,B-
21,33,0.526,B-
21,34,0.096,B-
21,35,0.031,B-
21,36,0.002,B-
21,37,0.012,B-
21,38,3.6E-7,B-
21,39,3.6E-7,B-
21,40,3.6E-7,B-
22,16,,
22,17,0.031,EC
22,18,0.0524,EC
22,19,0.0819,EC
22,20,0.209,EC
22,21,0.509,EC
22,22,1.893E9,EC
22,23,11088,EC
22,24,infinity,
22,25,infinity,
22,26,infinity,
22,27,infinity,
22,28,infinity,
22,29,345.6,B-
22,30,102,B-
22,31,32.7,B-
22,32,2.1,B-
22,33,1.3,B-
22,34,0.2,B-
22,35,0.098,B-
22,36,0.058,B-
22,37,0.0285,B-
22,38,0.0222,B-
22,39,0.015,B-
22,40,6.2E-7,B-
22,41,3.6E-7,B-
23,17,,P
23,18,,P
23,19,5.5E-8,P
23,20,0.0793,EC
23,21,0.111,EC
23,22,0.547,EC
23,23,0.423,EC
23,24,1956,EC
23,25,1380110.4,EC
23,26,2.851E7,EC
23,27,6.627E24,EC
23,28,infinity,
23,29,224.58,B-
23,30,92.58,B-
23,31,49.8,B-
23,32,6.54,B-
23,33,0.216,B-
23,34,0.347,B-
23,35,0.19,B-
23,36,0.092,B-
23,37,0.04,B-
23,38,0.0483,B-
23,39,0.0335,B-
23,40,0.0196,B-
23,41,0.015,B-
23,42,3.6E-7,B-
23,43,3.6E-7,B-
24,18,0.0133,EC
24,19,0.0212,E2P
24,20,0.0428,EC
24,21,0.0609,EC
24,22,0.26,EC
24,23,0.5,EC
24,24,77616,EC
24,25,2538,EC
24,26,4.102E25,2EC
24,27,2393496,EC
24,28,infinity,
24,29,infinity,
24,30,infinity,
24,31,209.82,B-
24,32,356.4,B-
24,33,21.1,B-
24,34,7,B-
24,35,1.05,B-
24,36,0.492,B-
24,37,0.234,B-
24,38,0.2,B-
24,39,0.129,B-
24,40,0.0429,B-
24,41,0.028,B-
24,42,0.023,B-
24,43,,B-
24,44,6.000000000000001E-8,B-
25,19,1.05E-7,EC
25,20,,
25,21,0.0362,EC
25,22,0.088,EC
25,23,0.158,EC
25,24,0.382,EC
25,25,0.283,EC
25,26,2772,EC
25,27,483062.4,EC
25,28,1.18E14,EC
25,29,2.697E7,EC
25,30,infinity,
25,31,9284.04,B-
25,32,85.4,B-
25,33,3,B-
25,34,4.59,B-
25,35,0.28,B-
25,36,0.709,B-
25,37,0.092,B-
25,38,0.276,B-
25,39,0.09,B-
25,40,0.0919,B-
25,41,0.004,B-
25,42,0.047,B-
25,43,0.028,B-
25,44,0.016,B-
25,45,3.6E-7,B-
25,46,6.37E-7,B-
26,19,0.00245,E2P
26,20,0.013,EC
26,21,0.0219,EC
26,22,0.0453,EC
26,23,0.0647,EC
26,24,0.155,EC
26,25,0.305,EC
26,26,29790,EC
26,27,510.6,EC
26,28,infinity,
26,29,8.659E7,EC
26,30,infinity,
26,31,infinity,
26,32,infinity,
26,33,3844368,B-
26,34,8.268E13,B-
26,35,358.8,B-
26,36,68,B-
26,37,6.1,B-
26,38,2,B-
26,39,0.81,B-
26,40,0.351,B-
26,41,0.395,B-
26,42,0.188,B-
26,43,0.162,B-
26,44,0.063,B-
26,45,0.035,B-
26,46,0.019,B-
26,47,6.33E-7,B-
26,48,6.38E-7,B-
26,49,,B-
27,20,,
27,21,,
27,22,,
27,23,0.0388,EC
27,24,2.0000000000000002E-7,EC
27,25,0.104,EC
27,26,0.24,EC
27,27,0.193,EC
27,28,63108.00000000001,EC
27,29,6673190.4,EC
27,30,2.348E7,EC
27,31,6122304,EC
27,32,infinity,
27,33,1.663E8,B-
27,34,5936.4,B-
27,35,90,B-
27,36,27.4,B-
27,37,0.3,B-
27,38,1.16,B-
27,39,0.209,B-
27,40,0.329,B-
27,41,0.099,B-
27,42,0.18,B-
27,43,0.014,B-
27,44,0.08,B-
27,45,0.0573,B-
27,46,0.0405,B-
27,47,0.0314,B-
27,48,0.0265,B-
27,49,0.0217,B-
27,50,0.013,B-
28,20,0.0021,2P@
28,21,0.0075,EC
28,22,0.0185,EC
28,23,0.0238,EC
28,24,0.0408,EC
28,25,0.0552,EC
28,26,0.114,EC
28,27,0.205,EC
28,28,524880,EC
28,29,128160,EC
28,30,infinity,
28,31,2.398E12,EC
28,32,infinity,
28,33,infinity,
28,34,infinity,
28,35,3.194E9,B-
28,36,infinity,
28,37,9063,B-
28,38,196560,B-
28,39,21,B-
28,40,29,B-
28,41,11.4,B-
28,42,6,B-
28,43,2.56,B-
28,44,1.587,B-
28,45,0.842,B-
28,46,0.508,B-
28,47,0.332,B-
28,48,0.235,B-
28,49,0.158,B-
28,50,0.122,B-
28,51,0.043,B-
28,52,0.024,B-
29,23,,P
29,24,3.0000000000000004E-7,EC
29,25,7.5E-8,P
29,26,0.027,EC
29,27,0.093,EC
29,28,0.196,EC
29,29,3.204,EC
29,30,81.5,EC
29,31,1422,EC
29,32,12020.4,EC
29,33,580.38,EC
29,34,infinity,
29,35,45723.6,EC
29,36,infinity,
29,37,307.2,B-
29,38,222588,B-
29,39,30.9,B-
29,40,171,B-
29,41,44.5,B-
29,42,19.4,B-
29,43,6.63,B-
29,44,4.2,B-
29,45,1.594,B-
29,46,1.224,B-
29,47,0.638,B-
29,48,0.468,B-
29,49,0.335,B-
29,50,0.241,B-
29,51,0.17,B-
29,52,6.32E-7,B-
29,53,6.36E-7,B-
30,24,0.00159,2P
30,25,0.0198,EC
30,26,0.03,EC
30,27,0.038,EC
30,28,0.086,EC
30,29,0.182,EC
30,30,142.8,EC
30,31,89.1,EC
30,32,33069.6,EC
30,33,2308.2,EC
30,34,2.209E28,2EC
30,35,2.108E7,EC
30,36,infinity,
30,37,infinity,
30,38,infinity,
30,39,3384,B-
30,40,7.258E24,2B-
30,41,147,B-
30,42,167400,B-
30,43,23.5,B-
30,44,95.6,B-
30,45,10.2,B-
30,46,5.7,B-
30,47,2.08,B-
30,48,1.47,B-
30,49,0.746,B-
30,50,0.562,B-
30,51,0.304,B-
30,52,0.228,B-
30,53,0.117,B-
30,54,6.33E-7,B-
30,55,6.37E-7,B-
31,25,,
31,26,,
31,27,,
31,28,,
31,29,0.07,EC
31,30,0.167,EC
31,31,0.116,EC
31,32,32.4,EC
31,33,157.62,EC
31,34,912,EC
31,35,34164,EC
31,36,281810.88,EC
31,37,4062.6,EC
31,38,infinity,
31,39,1268.4,B-
31,40,infinity,
31,41,50760,B-
31,42,17496,B-
31,43,487.2,B-
31,44,126,B-
31,45,32.6,B-
31,46,13.2,B-
31,47,5.09,B-
31,48,2.847,B-
31,49,1.9,B-
31,50,1.217,B-
31,51,0.599,B-
31,52,0.308,B-
31,53,0.085,B-
31,54,0.092,B-
31,55,0.043,B-
31,56,6.34E-7,B-
32,26,,
32,27,3.6E-7,
32,28,1.1E-7,EC
32,29,0.044,EC
32,30,0.129,EC
32,31,0.15,EC
32,32,63.7,EC
32,33,30.9,EC
32,34,8135.1,EC
32,35,1134,EC
32,36,2.341E7,EC
32,37,140580,EC
32,38,infinity,
32,39,987552,EC
32,40,infinity,
32,41,infinity,
32,42,infinity,
32,43,4966.8,B-
32,44,infinity,
32,45,40680,B-
32,46,5280,B-
32,47,18.98,B-
32,48,29.5,B-
32,49,7.6,B-
32,50,4.56,B-
32,51,1.85,B-
32,52,0.954,B-
32,53,0.503,B-
32,54,0.226,B-
32,55,0.14,B-
32,56,3.0000000000000004E-7,B-
32,57,3.0000000000000004E-7,B-
32,58,6.35E-7,B-
33,27,,P
33,28,,P
33,29,,P
33,30,4.3E-8,P
33,31,0.018,EC
33,32,0.128,EC
33,33,0.0958,EC
33,34,42.5,EC
33,35,151.6,EC
33,36,912,EC
33,37,3156,EC
33,38,235080,EC
33,39,93600,EC
33,40,6937920,EC
33,41,1535328,EC
33,42,infinity,
33,43,94538.88,B-
33,44,139788,B-
33,45,5442,B-
33,46,540.6,B-
33,47,15.2,B-
33,48,33.3,B-
33,49,19.1,B-
33,50,13.4,B-
33,51,4.02,B-
33,52,2.021,B-
33,53,0.945,B-
33,54,0.484,B-
33,55,0.2,B-
33,56,3.0000000000000004E-7,B-
33,57,3.0000000000000004E-7,B-
33,58,1.5E-7,B-
33,59,,B-
34,30,1.8E-7,EC
34,31,0.033,EC
34,32,0.042,EC
34,33,0.136,EC
34,34,35.5,EC
34,35,27.4,EC
34,36,2466,EC
34,37,284.4,EC
34,38,725760,EC
34,39,25740,EC
34,40,infinity,
34,41,1.0349E7,EC
34,42,infinity,
34,43,infinity,
34,44,infinity,
34,45,1.0288E13,B-
34,46,infinity,2B-
34,47,1107,B-
34,48,infinity,
34,49,1335,B-
34,50,195.6,B-
34,51,32.9,B-
34,52,14.3,B-
34,53,5.5,B-
34,54,1.53,B-
34,55,0.43,B-
34,56,0.195,B-
34,57,0.27,B-
34,58,,B-
34,59,,B-
34,60,1.5E-7,B-
34,61,3.92E-7,B-
35,32,,P
35,33,1.2E-6,P
35,34,2.4E-8,P
35,35,0.0791,EC
35,36,21.4,EC
35,37,78.6,EC
35,38,204,EC
35,39,1524,EC
35,40,5802,EC
35,41,58320,EC
35,42,205329.6,EC
35,43,387,EC
35,44,infinity,
35,45,1060.8,B-
35,46,infinity,
35,47,127015.2,B-
35,48,8546.4,B-
35,49,1905.6,B-
35,50,174,B-
35,51,55.1,B-
35,52,55.65,B-
35,53,16.34,B-
35,54,4.357,B-
35,55,1.92,B-
35,56,0.543,B-
35,57,0.314,B-
35,58,0.102,B-
35,59,0.07,B-
35,60,1.5E-7,B-
35,61,1.5E-7,B-
35,62,3.0000000000000004E-7,B-
35,63,6.34E-7,B-
36,33,0.028,EC
36,34,0.04,EC
36,35,0.1,EC
36,36,17.1,EC
36,37,27.3,EC
36,38,690,EC
36,39,276,EC
36,40,53280,EC
36,41,4464,EC
36,42,4.734E28,2EC
36,43,126144,EC
36,44,infinity,
36,45,7.227E12,EC
36,46,infinity,
36,47,infinity,
36,48,infinity,
36,49,3.389E8,B-
36,50,infinity,
36,51,4578,B-
36,52,10170,B-
36,53,189,B-
36,54,32.32,B-
36,55,8.57,B-
36,56,1.84,B-
36,57,1.286,B-
36,58,0.212,B-
36,59,0.114,B-
36,60,0.08,B-
36,61,0.063,B-
36,62,0.046,B-
36,63,0.013,B-
36,64,0.007,B-
36,65,6.35E-7,B-
37,34,,P
37,35,1.2E-6,P
37,36,3.0000000000000004E-8,EC
37,37,0.0649,EC
37,38,19,EC
37,39,36.5,EC
37,40,226.2,EC
37,41,1059.6,EC
37,42,1374,EC
37,43,33.4,EC
37,44,16459.2,EC
37,45,75.45,EC
37,46,7447680,EC
37,47,2835648,EC
37,48,infinity,
37,49,1610668.8,B-
37,50,1.568E18,B-
37,51,1066.38,B-
37,52,919.2,B-
37,53,158,B-
37,54,58.2,B-
37,55,4.492,B-
37,56,5.84,B-
37,57,2.702,B-
37,58,0.378,B-
37,59,0.203,B-
37,60,0.169,B-
37,61,0.102,B-
37,62,0.054,B-
37,63,0.051,B-
37,64,0.032,B-
37,65,0.037,B-
37,66,0.023,B-
38,35,0.025,EC
38,36,0.027,EC
38,37,0.088,EC
38,38,7.89,EC
38,39,9,EC
38,40,160,EC
38,41,135,EC
38,42,6378,EC
38,43,1338,EC
38,44,2189376,EC
38,45,116675.1,EC
38,46,infinity,
38,47,5602953.6,EC
38,48,infinity,
38,49,infinity,
38,50,infinity,
38,51,4368643.2,B-
38,52,9.12E8,B-
38,53,34740,B-
38,54,9576,B-
38,55,445.8,B-
38,56,75.3,B-
38,57,23.9,B-
38,58,1.07,B-
38,59,0.429,B-
38,60,0.653,B-
38,61,0.269,B-
38,62,0.202,B-
38,63,0.118,B-
38,64,0.069,B-
38,65,0.053,B-
38,66,0.053,B-
38,67,0.039,B-
38,68,0.02,B-
38,69,3.95E-7,B-
39,37,2.0000000000000002E-7,P
39,38,0.057,EC
39,39,0.053,EC
39,40,14.8,EC
39,41,30.1,EC
39,42,70.4,EC
39,43,8.3,EC
39,44,424.8,EC
39,45,2370,EC
39,46,9648,EC
39,47,53064,EC
39,48,287280,EC
39,49,9212486.4,EC
39,50,infinity,
39,51,230590.8,B-
39,52,5055264,B-
39,53,12744,B-
39,54,36648,B-
39,55,1122,B-
39,56,618,B-
39,57,5.34,B-
39,58,3.75,B-
39,59,0.548,B-
39,60,1.484,B-
39,61,0.735,B-
39,62,0.45,B-
39,63,0.36,B-
39,64,0.23,B-
39,65,0.197,B-
39,66,0.095,B-
39,67,0.079,B-
39,68,0.0035,B-
39,69,0.03,B-
39,70,0.025,B-
40,38,1.7E-7,EC
40,39,0.056,EC
40,40,4.6,EC
40,41,5.5,EC
40,42,32,EC
40,43,42,EC
40,44,1548,EC
40,45,471.6,EC
40,46,59400,EC
40,47,6048,EC
40,48,7205760.000000001,EC
40,49,282276,EC
40,50,infinity,
40,51,infinity,
40,52,infinity,
40,53,5.0808E13,B-
40,54,infinity,
40,55,5532364.8,B-
40,56,7.416E26,2B-
40,57,60296.4,B-
40,58,30.7,B-
40,59,2.1,B-
40,60,7.1,B-
40,61,2.3,B-
40,62,2.9,B-
40,63,1.32,B-
40,64,0.87,B-
40,65,0.67,B-
40,66,0.18,B-
40,67,0.146,B-
40,68,0.0774,B-
40,69,0.056,B-
40,70,0.0375,B-
40,71,0.024,B-
40,72,0.03,B-
41,40,2.0000000000000002E-7,EC
41,41,0.05,EC
41,42,3.9,EC
41,43,9.8,EC
41,44,20.5,EC
41,45,88,EC
41,46,222,EC
41,47,873,EC
41,48,7307.1,EC
41,49,52560,EC
41,50,2.146E10,EC
41,51,1.095E15,EC
41,52,infinity,
41,53,6.406E11,B-
41,54,3023222.4,B-
41,55,84060,B-
41,56,4326,B-
41,57,2.86,B-
41,58,15,B-
41,59,1.5,B-
41,60,7.1,B-
41,61,4.3,B-
41,62,1.5,B-
41,63,4.9,B-
41,64,2.95,B-
41,65,1.02,B-
41,66,0.3,B-
41,67,0.198,B-
41,68,0.106,B-
41,69,0.086,B-
41,70,0.051,B-
41,71,0.033,B-
41,72,0.032,B-
41,73,0.017,B-
41,74,0.023,B-
42,39,4.5E-7,EC
42,40,4.37E-7,EC
42,41,0.006,EC
42,42,2.3,EC
42,43,3.2,EC
42,44,19.1,EC
42,45,14.02,EC
42,46,480,EC
42,47,126.6,EC
42,48,20016,EC
42,49,929.4,EC
42,50,infinity,
42,51,1.262E11,EC
42,52,infinity,
42,53,infinity,
42,54,infinity,
42,55,infinity,
42,56,infinity,
42,57,237513.6,B-
42,58,2.304E26,2B-
42,59,876.6,B-
42,60,678,B-
42,61,67.5,B-
42,62,60,B-
42,63,35.6,B-
42,64,8.73,B-
42,65,3.5,B-
42,66,1.09,B-
42,67,0.66,B-
42,68,0.296,B-
42,69,0.186,B-
42,70,0.12,B-
42,71,0.08,B-
42,72,0.058,B-
42,73,0.0455,B-
42,74,0.032,B-
42,75,0.022,B-
42,76,0.019,B-
43,42,0.5,P
43,43,0.055,EC
43,44,2.2,EC
43,45,6.4,EC
43,46,12.8,EC
43,47,8.7,EC
43,48,188.4,EC
43,49,255,EC
43,50,9900,EC
43,51,17580,EC
43,52,72000,EC
43,53,369792,EC
43,54,1.329E14,EC
43,55,1.325E14,B-
43,56,6.662E12,B-
43,57,15.46,B-
43,58,841.2,B-
43,59,5.28,B-
43,60,54.2,B-
43,61,1098,B-
43,62,456,B-
43,63,35.6,B-
43,64,21.2,B-
43,65,5.17,B-
43,66,0.86,B-
43,67,0.92,B-
43,68,0.35,B-
43,69,0.271,B-
43,70,0.152,B-
43,71,0.1,B-
43,72,0.078,B-
43,73,0.057,B-
43,74,0.0445,B-
43,75,0.03,B-
43,76,0.022,B-
43,77,0.021,B-
43,78,0.022,B-
44,41,4.5E-7,EC
44,42,4.38E-7,EC
44,43,1.5E-6,EC
44,44,1.2,EC
44,45,1.5,EC
44,46,11.7,EC
44,47,8,EC
44,48,219,EC
44,49,59.7,EC
44,50,3108,EC
44,51,5914.8,EC
44,52,infinity,
44,53,244512,EC
44,54,infinity,
44,55,infinity,
44,56,infinity,
44,57,infinity,
44,58,infinity,
44,59,3390940.8,B-
44,60,infinity,
44,61,15984.000000000002,B-
44,62,3.212E7,B-
44,63,225,B-
44,64,273,B-
44,65,34.5,B-
44,66,11.6,B-
44,67,2.12,B-
44,68,1.75,B-
44,69,0.8,B-
44,70,0.52,B-
44,71,0.318,B-
44,72,0.204,B-
44,73,0.151,B-
44,74,0.123,B-
44,75,0.0695,B-
44,76,0.045,B-
44,77,0.029,B-
44,78,0.025,B-
44,79,0.019,B-
44,80,0.015,B-
45,44,1.5E-6,EC
45,45,0.012,EC
45,46,1.47,EC
45,47,5.7,EC
45,48,12.2,EC
45,49,66,EC
45,50,301.2,EC
45,51,594,EC
45,52,1842,EC
45,53,523.2,EC
45,54,1391040.0000000002,EC
45,55,74880,EC
45,56,1.0414E8,EC
45,57,1.791E7,EC
45,58,infinity,
45,59,42.3,EC
45,60,127296,B-
45,61,30.07,B-
45,62,1302,B-
45,63,16.8,B-
45,64,80,B-
45,65,28.5,B-
45,66,11,B-
45,67,3.6,B-
45,68,2.8,B-
45,69,1.85,B-
45,70,0.99,B-
45,71,0.68,B-
45,72,0.44,B-
45,73,0.266,B-
45,74,0.171,B-
45,75,0.136,B-
45,76,0.151,B-
45,77,3.0000000000000004E-7,B-
45,78,0.042,B-
45,79,0.03,B-
45,80,0.0265,B-
45,81,0.019,B-
45,82,0.02,B-
46,45,1E-6,EC
46,46,0.7,EC
46,47,1,EC
46,48,9.6,EC
46,49,5,EC
46,50,122,EC
46,51,186,EC
46,52,1062,EC
46,53,1284,EC
46,54,313632,EC
46,55,30492.000000000004,EC
46,56,infinity,
46,57,1468022.4,EC
46,58,infinity,
46,59,infinity,
46,60,infinity,
46,61,2.0512E14,B-
46,62,infinity,
46,63,49324.32,B-
46,64,infinity,
46,65,1404,B-
46,66,75744,B-
46,67,93,B-
46,68,145.2,B-
46,69,25,B-
46,70,11.8,B-
46,71,4.3,B-
46,72,1.9,B-
46,73,0.92,B-
46,74,0.492,B-
46,75,0.285,B-
46,76,0.175,B-
46,77,0.108,B-
46,78,0.038,B-
46,79,0.057,B-
46,80,0.0486,B-
46,81,0.038,B-
46,82,0.035,B-
47,46,,P
47,47,0.026,EC
47,48,1.75,EC
47,49,4.4,EC
47,50,25.5,EC
47,51,47.5,EC
47,52,124,EC
47,53,120.6,EC
47,54,666,EC
47,55,774,EC
47,56,3942,EC
47,57,4152,EC
47,58,3567456,EC
47,59,1437.6,B-
47,60,infinity,
47,61,142.92,EC
47,62,infinity,
47,63,24.6,B-
47,64,643680,B-
47,65,11268,B-
47,66,19332,B-
47,67,4.6,B-
47,68,1200,B-
47,69,237,B-
47,70,72.8,B-
47,71,3.76,B-
47,72,6,B-
47,73,1.23,B-
47,74,0.78,B-
47,75,0.529,B-
47,76,0.3,B-
47,77,0.191,B-
47,78,0.159,B-
47,79,0.052,B-
47,80,0.109,B-
47,81,0.058,B-
47,82,0.046,B-
47,83,0.042,B-
47,84,0.035,B-
47,85,0.028,B-
48,47,,EC
48,48,1.03,EC
48,49,1.1,EC
48,50,9.2,EC
48,51,16,EA
